,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
28281,28.0,5.0,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,29,19.963090576312567
28282,35.0,4.9,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,10.63489121984694
28283,37.0,3.9,Cloudy,Low,2,Meal,motorcycle,1.0,No,Urban,35,16.598827522293615
28284,,,,,3,Snack,scooter,1.0,No,,23,10.749630512224549
28285,27.0,5.0,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,28,10.859060838145808
28286,29.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,34,7.78553380615449
28287,38.0,4.9,Sunny,High,1,Snack,motorcycle,1.0,No,Metropolitian,20,1.5092577435469923
28288,38.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,17,7.568768735818157
28289,24.0,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,10,3.071634242156369
28290,24.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,1.5715464192431179
28291,39.0,4.8,Fog,Medium,1,Snack,scooter,0.0,No,Urban,17,9.169366734239151
28292,35.0,4.9,Cloudy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,17,6.143524147980537
28293,23.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,24,7.596908707866855
28294,23.0,4.7,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,11,1.5254426938960222
28295,30.0,4.1,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,4.535140530796238
28296,25.0,4.9,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,29,1.5311928408087492
28297,33.0,4.5,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,37,13.580442985730643
28298,34.0,4.8,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,35,4.6605283020520085
28299,30.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,19,8.784459246252599
28300,21.0,4.7,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,29,5.955030477931567
28301,32.0,4.9,Fog,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,54,14.035352260986773
28302,37.0,4.7,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,12.572369364893285
28303,37.0,4.3,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,40,12.101124200723971
28304,33.0,4.6,Sunny,Jam,2,Meal,scooter,0.0,No,Metropolitian,15,10.750450852121405
28305,37.0,4.0,Cloudy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,38,1.5086278222709688
28306,33.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,6.22842881043361
28307,31.0,4.7,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,22,3.1031459198477402
28308,23.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39,12.154480013740717
28309,29.0,4.6,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,6.28618544846543
28310,22.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,17,9.342264998083499
28311,33.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,26,9.429277693727657
28312,21.0,4.6,Cloudy,Medium,0,Meal,motorcycle,0.0,No,,22,7.596294252790053
28313,36.0,4.6,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,27,7.656030991957176
28314,,,,,3,Meal,electric_scooter,0.0,No,Metropolitian,39,10.899217900795882
28315,33.0,4.2,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,13.673454323955001
28316,38.0,4.3,Fog,Medium,2,Buffet,scooter,1.0,No,Urban,38,10.580306131984912
28317,23.0,5.0,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,28,4.541232724780483
28318,31.0,4.6,Windy,High,2,Drinks,scooter,1.0,No,Urban,28,6.213831300769208
28319,25.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,13,1.535786655894328
28320,37.0,4.3,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,36,9.17351352545169
28321,34.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,47,9.342456637470333
28322,38.0,5.0,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,1.5715464192431179
28323,30.0,4.6,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,17.127535598532056
28324,,,,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,2.935621987269705
28325,34.0,4.9,Fog,Jam,2,Meal,scooter,2.0,Yes,Metropolitian,42,12.245835358550957
28326,35.0,4.7,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,1.551242009738466
28327,21.0,4.5,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,10.874055607807612
28328,30.0,4.1,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,34,16.84303727089307
28329,33.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,26,12.410665530835349
28330,37.0,4.9,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,26,7.596535603379094
28331,27.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,20,16.811351161461484
28332,22.0,4.7,Fog,Medium,2,Meal,scooter,,No,Metropolitian,16,6.28618544846543
28333,31.0,5.0,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,18,3.0570480584908855
28334,24.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,37,20.430094772882978
28335,,,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,3.1028499065285122
28336,38.0,4.3,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,38,12.456240808818132
28337,26.0,4.6,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,15,7.562620037348871
28338,21.0,4.3,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,34,6.206242138987642
28339,35.0,4.2,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,38,6.228408519325824
28340,27.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,10.859538518170057
28341,37.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,45,19.605256950382753
28342,24.0,4.9,Windy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,14,12.572369364893285
28343,32.0,4.7,Fog,Low,1,Snack,motorcycle,,No,Metropolitian,17,3.062474905551426
28344,39.0,4.5,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,39,12.427197859465458
28345,21.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,12.456118411875718
28346,28.0,4.9,Cloudy,Jam,2,Buffet,scooter,2.0,No,Metropolitian,37,13.779512651865089
28347,35.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,31,7.767361957080405
28348,34.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,9.187256078310012
28349,22.0,4.9,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,7.857731631182655
28350,20.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,29,19.67604614230744
28351,25.0,4.8,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,11,6.22827704189613
28352,23.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,12,13.174989739321175
28353,37.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,30,1.4889104893622938
28354,38.0,4.9,Windy,Medium,2,Meal,motorcycle,1.0,No,Urban,28,6.20614621776365
28355,29.0,4.6,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,12.427998283271004
28356,36.0,3.5,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,40,12.0915005600288
28357,32.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,1.4678941342664804
28358,36.0,4.5,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Urban,28,4.7146391697631795
28359,20.0,4.6,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,11,1.5534899943484366
28360,38.0,4.6,Stormy,Low,1,Meal,motorcycle,,No,Metropolitian,16,19.747657456535347
28361,33.0,4.7,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,17,4.534994271415955
28362,36.0,4.9,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,2.9777554024313626
28363,,,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30,20.241069123177432
28364,23.0,4.7,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,16,16.626429661326064
28365,34.0,4.7,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,17,20.493431090040286
28366,22.0,4.8,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,6.228490369320803
28367,,,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,29,10.899409933062419
28368,29.0,2.6,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,34,10.698747104310918
28369,36.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,20,1.5571092330505303
28370,35.0,5.0,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,21,13.62277230048594
28371,21.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,12.153374474640263
28372,35.0,4.6,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,1.531291147376215
28373,36.0,4.1,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,22,7.59684413463561
28374,27.0,4.8,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,22,19.962611281378127
28375,39.0,4.0,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,40,12.09269049365427
28376,22.0,4.6,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,15,4.607511174548574
28377,,,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,13.776372344079638
28378,32.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,37,19.96202753796596
28379,,,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,11,17721.67487672411
28380,27.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20.166518805839946
28381,23.0,4.2,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,17,4.660616369373712
28382,32.0,4.1,Cloudy,Low,0,Drinks,motorcycle,3.0,No,Metropolitian,43,17.128458970152494
28383,26.0,4.6,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,18,6.077070397746962
28384,,,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,13.67391439575588
28385,21.0,4.6,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Urban,14,6.28618544846543
28386,,,,,3,Snack,electric_scooter,0.0,No,,10,13.622345143004877
28387,25.0,5.0,Fog,Low,0,Snack,motorcycle,,No,,22,4.6789598012009375
28388,37.0,4.5,Sunny,High,2,Snack,scooter,0.0,No,Urban,19,6.035586005034647
28389,26.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,48,13.9631425918721
28390,24.0,4.8,Cloudy,Low,2,Drinks,motorcycle,0.0,No,Urban,15,1.5195010765631112
28391,,,Fog,Jam,2,Drinks,scooter,2.0,No,Urban,38,13.622345143004877
28392,30.0,5.0,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,22,8.982413094312289
28393,22.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,15,3.0717038970659982
28394,24.0,4.2,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,31,6.054876819810879
28395,32.0,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,7.568712858688743
28396,38.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,,23,12.153876703603544
28397,30.0,4.6,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,24,17.126731739396558
28398,30.0,4.3,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,17.062905365446095
28399,35.0,4.7,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,26,6.205122799113081
28400,25.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20,11.909093818404795
28401,22.0,4.5,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,29,7.656208015478795
28402,30.0,4.3,Windy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,37,13.961236991050118
28403,38.0,4.3,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,31,6.033650222886758
28404,37.0,4.8,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,9.429277693727657
28405,27.0,4.6,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,10.410568251166954
28406,28.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,43,13.820591033369825
28407,31.0,4.6,Cloudy,Jam,2,Drinks,scooter,1.0,No,Urban,27,9.309880211109165
28408,33.0,3.5,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,31,19.60631319536721
28409,28.0,5.0,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Urban,20,7.767327722648772
28410,38.0,4.1,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,34,1.5254426938960222
28411,26.0,4.7,Cloudy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,19,4.541340963978154
28412,24.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Urban,10,3.1024533489524266
28413,38.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,1.5313144348613288
28414,37.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,1.5359490432995588
28415,27.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,34,9.18651908422286
28416,34.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,37,4.7146391697631795
28417,29.0,4.8,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,34,12.285004817705726
28418,28.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,15,4.65467321995447
28419,26.0,4.5,Sunny,High,2,Snack,scooter,0.0,No,,13,3.01694589522976
28420,21.0,4.8,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,17,16.892297577472117
28421,30.0,4.8,Fog,Medium,2,Meal,motorcycle,1.0,No,Urban,16,7.857731631182655
28422,21.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Urban,32,12.09958523505783
28423,20.0,5.0,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,1.5571056263090985
28424,27.0,4.4,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,6.205634090282719
28425,29.0,3.6,Sunny,High,0,Meal,motorcycle,0.0,No,Metropolitian,44,5.955018691975314
28426,27.0,5.0,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,17,12.065971572275629
28427,25.0,4.9,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,4.654423285703262
28428,21.0,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,17.127281403197074
28429,21.0,4.6,Sunny,High,2,Drinks,scooter,0.0,No,Metropolitian,15,6.113086840090406
28430,29.0,4.7,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,21,1.488907101167411
28431,33.0,4.5,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,1.5312271127591004
28432,39.0,4.7,Sunny,Low,2,Meal,scooter,0.0,No,Urban,21,16.402125350340995
28433,38.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,27,3.023180706963268
28434,36.0,4.7,Fog,High,2,Meal,scooter,0.0,No,Urban,26,1.5715464192431179
28435,23.0,4.8,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,15,4.534569314971565
28436,35.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,20,12.065817459828835
28437,39.0,5.0,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,19,7.756549467663642
28438,27.0,4.6,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,14,3.0234462060734133
28439,25.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,4.655063280228423
28440,38.0,4.8,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,29,6.28618544846543
28441,34.0,4.1,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,7.55752412150877
28442,22.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,Urban,25,11.912111560292386
28443,23.0,4.5,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,26,10.634755782720203
28444,22.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,17,1.5358371903564254
28445,34.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,19,3.0574426496801568
28446,22.0,4.5,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,19.881779078271936
28447,38.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,32,7.337915934350253
28448,28.0,4.7,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,10.718300979148035
28449,26.0,4.5,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,27,3.0624117479700206
28450,37.0,4.6,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,17,5.955277732254465
28451,24.0,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,20,10.87382048632443
28452,22.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,Urban,18,3.0241962795251633
28453,33.0,4.7,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,11,1.5358636525788323
28454,20.0,4.7,Sunny,Jam,1,Snack,motorcycle,,No,Metropolitian,12,13.612055272557603
28455,30.0,4.3,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,34,12.285851232760349
28456,29.0,4.5,Windy,Jam,1,Snack,motorcycle,1.0,No,Urban,23,17.287005375714283
28457,20.0,4.9,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,28,6.228390460225509
28458,23.0,4.6,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,1.5517064683264987
28459,32.0,4.7,Fog,Jam,1,Buffet,motorcycle,0.0,No,Urban,38,9.186914625272605
28460,23.0,4.9,Stormy,Jam,2,Drinks,motorcycle,,No,Urban,14,9.342259248216019
28461,31.0,4.9,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,42,10.420688970746383
28462,24.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,30,20.430094772882978
28463,20.0,4.6,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,25,14.035330135377134
28464,24.0,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,10,9.11569914067744
28465,22.0,4.7,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,22,5.954845062729799
28466,32.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,17,4.655257871682024
28467,28.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,28,19.350668594779336
28468,26.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,11,19.827139670040847
28469,34.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,20,13.964433766274782
28470,26.0,4.6,Cloudy,Medium,2,Snack,scooter,0.0,No,Urban,25,13.98069047889512
28471,39.0,4.9,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,16,6.28618544846543
28472,32.0,4.5,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,4.660510831414872
28473,33.0,4.4,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,40,10.861307414661882
28474,30.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Urban,11,4.525381985850095
28475,34.0,4.8,Sandstorms,Low,1,Snack,scooter,,No,Urban,16,20.430094772882978
28476,33.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Urban,24,4.660638692090846
28477,30.0,5.0,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,21,4.541355163444423
28478,35.0,4.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,28,1.5254331332747881
28479,36.0,4.7,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,19,9.213995223551326
28480,29.0,4.6,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,15,7.767361957080405
28481,23.0,4.8,Sunny,Low,2,Meal,scooter,0.0,No,Metropolitian,24,8.932482237302986
28482,24.0,4.6,Fog,High,0,Buffet,motorcycle,0.0,No,Urban,23,3.0718423015943546
28483,31.0,4.7,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,4.541414387333108
28484,39.0,4.6,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,21,2.935541666572842
28485,,,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,15,6.033434951088432
28486,26.0,5.0,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,8.931916491726284
28487,22.0,4.7,Sunny,Jam,2,Meal,scooter,0.0,No,Urban,17,13.672467376825999
28488,39.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,7.767586368609408
28489,38.0,4.8,Cloudy,Low,1,Snack,scooter,1.0,No,Urban,19,3.1034137303204408
28490,25.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,14,14.012947318391499
28491,36.0,4.5,Sunny,Jam,2,Snack,motorcycle,,No,Metropolitian,21,7.542138638609875
28492,33.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,9.11577218047306
28493,26.0,4.9,Windy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,13,4.53455169485542
28494,28.0,4.7,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,9.115363144720819
28495,33.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28,2.994312554708817
28496,38.0,4.1,Fog,Jam,2,Buffet,motorcycle,1.0,No,Urban,37,19.90346694124726
28497,37.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,33,1.5571539974246016
28498,24.0,5.0,Stormy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,14,12.572369364893285
28499,22.0,4.9,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,16.626429661326064
28500,33.0,4.2,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,7.558231893208022
28501,20.0,4.5,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,4.586617992042375
28502,25.0,5.0,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,18,4.541358780773071
28503,25.0,4.9,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,22,19.60660070921617
28504,27.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,12.229696296878839
28505,34.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,26,4.462005542528433
28506,31.0,4.7,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,7.767550582871721
28507,32.0,4.0,Stormy,Medium,0,Drinks,motorcycle,2.0,Yes,Metropolitian,47,13.67392149669175
28508,20.0,4.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,32,1.5116479318555807
28509,33.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,26,3.102854376051203
28510,,,,,3,Buffet,electric_scooter,1.0,No,Metropolitian,28,19.35037333493262
28511,39.0,4.6,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,17,17.087190589668868
28512,23.0,4.5,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,3.0276225632928693
28513,37.0,5.0,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,15,20.24054214248532
28514,30.0,4.8,Sunny,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17,19.355542058694184
28515,35.0,5.0,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,27,6.124836276765968
28516,33.0,4.4,Fog,Low,0,Drinks,motorcycle,,No,Metropolitian,35,19.078020919753587
28517,29.0,4.9,Windy,Low,1,Drinks,scooter,0.0,No,Urban,17,1.5715464192431179
28518,36.0,4.9,Windy,Low,0,Meal,motorcycle,0.0,No,Urban,22,12.06679672518192
28519,35.0,4.6,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,17,1.557153966291508
28520,32.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,1.551588168341449
28521,34.0,4.4,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,47,12.47646396383916
28522,31.0,4.0,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,34,13.57398330052879
28523,23.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,22,3.107031828607956
28524,33.0,4.3,Fog,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,39,13.762494112942129
28525,22.0,4.9,Stormy,Low,0,Drinks,motorcycle,,No,Metropolitian,20,16.630566951244443
28526,39.0,4.2,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,32,3.023081635985311
28527,24.0,4.6,Windy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,3.016821619748134
28528,26.0,4.9,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,19.9618223168653
28529,36.0,4.1,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,9.342199785591518
28530,21.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,29,10.701137252677293
28531,24.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,21,8.982345295403537
28532,30.0,4.7,Sunny,Medium,1,Snack,scooter,0.0,No,Urban,18,5.955018691975314
28533,36.0,5.0,Cloudy,High,1,Buffet,scooter,1.0,No,Metropolitian,25,6.0504942418370895
28534,20.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,42,10.899301990274559
28535,37.0,5.0,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,15,3.1430928207904922
28536,36.0,4.7,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,25,4.58544033152839
28537,24.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,23,10.58379923163287
28538,24.0,4.5,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,10,1.5313265174459925
28539,22.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,19,9.082372237981877
28540,36.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42,20.542261005978528
28541,22.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,25,7.557666605367201
